"guildID","userID","globalPoints","weeklyPoints","uLevel"
"1026557557030006855","1156372531654168706",94,1,2
"1026557557030006855","1171195162848931973",93,0,2
"1026557557030006855","720681674374905958",93,31,2
"1026557557030006855","1226181605857558580",91,0,2
"1026557557030006855","827663004661186570",90,30,2
"1026557557030006855","1272788542308876351",90,0,2
"1026557557030006855","565307893969059849",89,0,2
"1026557557030006855","976996757735084033",88,0,2
"1026557557030006855","131864608112771072",88,0,2
"1026557557030006855","1378803317987344456",87,29,2
"1026557557030006855","1084340485264515152",86,0,2
"1026557557030006855","1134035183423733860",85,0,2
"1026557557030006855","1280351599067136092",85,2,2
"1026557557030006855","1315164252025131072",85,0,2
"1026557557030006855","1284665946572849337",85,0,2
"1026557557030006855","1274909829529473157",85,0,2
"1026557557030006855","791502710922936341",85,0,2
"1026557557030006855","931685896095416351",84,0,2
"1026557557030006855","1288535425274740838",83,0,2
"1026557557030006855","1379845685603471380",81,27,2
"1026557557030006855","570263424572063755",81,0,2
"1026557557030006855","925598314873913344",81,27,2
"1026557557030006855","1087505756431077417",80,8,2
"1026557557030006855","1144246336376553502",80,31,2
"1026557557030006855","1190108710685651047",79,0,2
"1026557557030006855","1296963547271528558",79,0,2
"1026557557030006855","999936477431599155",79,0,2
"1026557557030006855","1229740514169978973",79,0,2
"1026557557030006855","438880204056690688",78,26,2
"1026557557030006855","1402120575467651214",78,26,2
"1026557557030006855","1191170302944759878",78,0,2
"1026557557030006855","819855939574038559",78,26,2
"1026557557030006855","851518399943147541",78,0,2
"1026557557030006855","1206750571734769684",76,4,2
"1026557557030006855","864947652193943592",76,1,2
"1026557557030006855","1391208381716496536",75,25,2
"1026557557030006855","1378163117564887092",75,25,2
"1026557557030006855","1272127104326303759",72,24,2
"1026557557030006855","1280995432318767145",72,0,2
"1026557557030006855","1060732310078623825",69,23,2
"1026557557030006855","1119436994406260849",69,13,2
"1026557557030006855","1191681849257361423",68,0,2
"1026557557030006855","1053039258258116718",68,0,2
"1026557557030006855","1246648849267949658",67,0,2
"1026557557030006855","823446328813944842",67,0,2
"1026557557030006855","803238585566232636",66,0,2
"1026557557030006855","1104605650425757837",66,0,2
"1026557557030006855","244566759632404480",65,8,2
"1026557557030006855","1196221562710409297",64,0,2
"1026557557030006855","779408324717707354",64,0,2
"1026557557030006855","1033215785130266644",63,0,2
"1026557557030006855","845793099719376907",61,0,2
"1026557557030006855","689202935204282461",61,0,2
"1026557557030006855","1253939928291606548",61,0,2
"1026557557030006855","1190367671221502072",61,0,2
"1026557557030006855","597382333049339905",60,14,2
"1026557557030006855","1213284279040352318",60,2,2
"1026557557030006855","1242880054342451315",58,0,2
"1026557557030006855","1096033980517711922",57,0,2
"1026557557030006855","984231032209408011",57,19,2
"1026557557030006855","1345199409193029744",57,19,2
"1026557557030006855","1062328352721080400",57,0,2
"1026557557030006855","899259628519559209",57,5,2
"1026557557030006855","706174420250656909",57,0,2
"1026557557030006855","1085713621453127761",56,0,2
"1026557557030006855","487992594144428072",55,0,2
"1026557557030006855","841902089922936863",55,2,2
"1026557557030006855","1057073835372990525",55,0,2
"1026557557030006855","928454723613364295",55,0,2
"1026557557030006855","1089131235743371365",55,0,2
"1026557557030006855","913437026559328296",54,18,1
"1026557557030006855","1060338819800506370",54,24,1
"1026557557030006855","350325763100246026",54,0,1
"1026557557030006855","769649634346795009",54,0,1
"1026557557030006855","439156250937262090",54,0,1
"1026557557030006855","1358573476809543751",54,0,1
"1026557557030006855","1225395170548252673",54,18,1
"1026557557030006855","914701146390675466",54,0,1
"1026557557030006855","897776655462965249",53,0,1
"1026557557030006855","789649390595211315",52,1,1
"1026557557030006855","1043630716598108300",52,0,1
"1026557557030006855","1204779243603755133",52,18,1
"1026557557030006855","981635092361388102",51,17,1
"1026557557030006855","801092418283110440",51,0,1
"1026557557030006855","750259450039763074",51,17,1
"1026557557030006855","218156043799101452",49,0,1
"1026557557030006855","415144166092308489",49,1,1
"1026557557030006855","1025741306863038474",49,0,1
"1026557557030006855","1274932383874814027",48,18,1
"1026557557030006855","932451780829282365",48,0,1
"1026557557030006855","1375885872213528657",48,16,1
"1026557557030006855","1145345921543049246",48,0,1
"1026557557030006855","1133578090354851900",46,0,1
"1026557557030006855","1087507162688917525",45,15,1
"1026557557030006855","1181263356439568446",45,17,1
"1026557557030006855","598156781528547348",45,0,1
"1026557557030006855","1255660580782608394",45,1,1
"1026557557030006855","1292175765516980347",45,15,1
"1026557557030006855","1107802296718471268",45,15,1
"1026557557030006855","889232675179728917",45,15,1
"1026557557030006855","988478124150915102",45,0,1
"1026557557030006855","717272573381181511",45,0,1
"1026557557030006855","1056627527512227891",43,0,1
"1026557557030006855","691168123805499443",43,4,1
"1026557557030006855","954857533732945980",43,0,1
"1026557557030006855","952979656292831293",43,2,1
"1026557557030006855","264250820235755522",43,0,1
"1026557557030006855","1196551951333204160",42,14,1
"1026557557030006855","412121715645349888",42,0,1
"1026557557030006855","1155230222917058610",42,0,1
"1026557557030006855","1446314219384475658",42,14,1
"1026557557030006855","1017640504638320732",42,14,1
"1026557557030006855","952954936365289492",42,0,1
"1026557557030006855","1120101000771031164",41,0,1
"1026557557030006855","416593116951347231",41,0,1
"1026557557030006855","1229414826141421588",41,0,1
"1026557557030006855","1096580407429976076",40,0,1
"1026557557030006855","1260246109994090538",39,13,1
"1026557557030006855","1383961810767581256",39,11,1
"1026557557030006855","1057408925206593536",39,13,1
"1026557557030006855","345090005170913301",39,13,1
"1026557557030006855","587392622881144833",39,0,1
"1026557557030006855","1243899895040053252",39,0,1
"1026557557030006855","1431462300128378971",39,13,1
"1026557557030006855","955663331790839918",39,13,1
"1026557557030006855","1197863496138883124",38,0,1
"1026557557030006855","1234776790178730027",38,12,1
"1026557557030006855","889149713637572618",37,0,1
"1026557557030006855","1274488776298729527",36,0,1
"1026557557030006855","689905789799890995",36,0,1
"1026557557030006855","1370516351483121844",36,12,1
"1026557557030006855","1232507114690187407",36,12,1
"1026557557030006855","1224520662115418164",36,2,1
"1026557557030006855","1267574647273291809",35,0,1
"1026557557030006855","1044737100332945468",34,0,0
"1026557557030006855","573602969392644096",34,0,0
"1026557557030006855","765314603373690941",34,0,0
"1026557557030006855","1177459229771173930",34,0,0
"1026557557030006855","1037034793629663254",34,0,0
"1026557557030006855","868594112755007548",34,0,0
"1026557557030006855","1045725150793969744",33,11,0
"1026557557030006855","1263665049084366949",33,11,0
"1026557557030006855","1413734523534835722",33,11,0
"1026557557030006855","1102028712796487773",33,0,0
"1026557557030006855","505138489075957760",33,11,0
"1026557557030006855","1357553711559213187",33,6,0
"1026557557030006855","810943026473205793",32,2,0
"1026557557030006855","1007148547260567622",32,9,0
"1026557557030006855","1206391385968738305",32,0,0
"1026557557030006855","1055895879871103067",32,0,0
"1026557557030006855","1336409106268950550",32,11,0
"1026557557030006855","640175564816121856",31,0,0
"1026557557030006855","897078978576277534",31,0,0
"1026557557030006855","1187827024040038512",31,0,0
"1026557557030006855","726336714943234150",31,0,0
"1026557557030006855","559830480665444355",31,0,0
"1026557557030006855","934165571392659528",30,10,0
"1026557557030006855","1208315576024440863",30,10,0
"1026557557030006855","1224617942344269881",30,10,0
"1026557557030006855","781986987409670195",30,10,0
"1026557557030006855","296339802650050561",30,10,0
"1026557557030006855","1092098300989149215",30,2,0
"1026557557030006855","1144362878267297853",30,0,0
"1026557557030006855","1080337717113655306",30,1,0
"1026557557030006855","853286939292598272",30,10,0
"1026557557030006855","1278876649449848866",30,10,0
"1026557557030006855","840252312291377152",28,2,0
"1026557557030006855","969034828961959968",28,0,0
"1026557557030006855","1329561366373208145",28,2,0
"1026557557030006855","1084593286741757963",28,0,0
"1026557557030006855","539067043316760596",28,0,0
"1026557557030006855","1289425331270320252",28,0,0
"1026557557030006855","1222222784843874346",28,0,0
"1026557557030006855","1249452095728521246",27,0,0
"1026557557030006855","1372944768996343911",27,9,0
"1026557557030006855","1169469112070705155",27,9,0
"1026557557030006855","908405074039033946",27,0,0
"1026557557030006855","669618817667825667",27,9,0
"1026557557030006855","1379323509385203712",27,9,0
"1026557557030006855","1096062897316184104",27,9,0
"1026557557030006855","1306015651403534540",26,2,0
"1026557557030006855","229602528281493505",26,0,0
"1026557557030006855","694963021763837973",26,0,0
"1026557557030006855","762777496328208435",25,0,0
"1026557557030006855","1262798154269593611",25,0,0
"1026557557030006855","1012838521100324866",25,1,0
"1026557557030006855","1233771331535896617",25,0,0
"1026557557030006855","206095887250882560",24,0,0
"1026557557030006855","307279241853009930",24,0,0
"1026557557030006855","1325418402038284328",24,8,0
"1026557557030006855","1354494162489049099",24,8,0
"1026557557030006855","1264415012554801163",24,0,0
"1026557557030006855","1447111483241664614",24,8,0
"1026557557030006855","366927086113521665",24,8,0
"1026557557030006855","1246805501287731263",24,0,0
"1026557557030006855","411847471170322432",24,8,0
"1026557557030006855","1269053728661569556",24,8,0
"1026557557030006855","1264132482417037405",24,8,0
"1026557557030006855","1405546102324723743",24,8,0
"1026557557030006855","832271425603371028",24,0,0
"1026557557030006855","1099114960266727455",24,0,0
"1026557557030006855","1273418803560189982",24,8,0
"1026557557030006855","597779772285911040",24,8,0
"1026557557030006855","1312617922853605406",24,1,0
"1026557557030006855","269870626347548682",24,8,0
"1026557557030006855","1459596803417702554",24,8,0
"1026557557030006855","952537508917411952",24,0,0
"1026557557030006855","854371900142387220",23,9,0
"1026557557030006855","1095431392374046762",23,0,0
"1026557557030006855","1054126202803191839",22,0,0
"1026557557030006855","912502871134732338",22,4,0
"1026557557030006855","1258183955920715921",22,0,0
"1026557557030006855","997616703414489098",22,0,0
"1026557557030006855","892926061598359612",22,0,0
"1026557557030006855","1099524726168227923",22,0,0
"1026557557030006855","196820544308510721",22,0,0
"1026557557030006855","950119101513211945",22,0,0
"1026557557030006855","1171617135987015742",22,0,0
"1026557557030006855","1178003866369933363",22,2,0
"1026557557030006855","1099523595354517516",22,0,0
"1026557557030006855","1081673237395677255",22,6,0
"1026557557030006855","900890043789500426",21,1,0
"1026557557030006855","1279283663535738903",21,0,0
"1026557557030006855","1127213543490605086",21,7,0
"1026557557030006855","1157772510088142979",21,0,0
"1026557557030006855","952914198348836884",21,0,0
"1026557557030006855","1411865869608292462",21,7,0
"1026557557030006855","1222081385615851521",21,7,0
"1026557557030006855","1258256501542223944",21,0,0
"1026557557030006855","427491359994150913",21,7,0
"1026557557030006855","483337961488908290",21,7,0
"1026557557030006855","564289377342324758",21,0,0
"1026557557030006855","422894211130720267",21,0,0
"1026557557030006855","624991893951873027",21,0,0
"1026557557030006855","919094764891172946",21,0,0
"1026557557030006855","865212018913968128",21,7,0
"1026557557030006855","1345812607629791265",21,7,0
"1026557557030006855","677942832757080064",21,7,0
"1026557557030006855","282885901850378242",21,7,0
"1026557557030006855","780591778092023808",21,7,0
"1026557557030006855","1226973309447704647",20,0,0
"1026557557030006855","1148686699820482671",20,1,0
"1026557557030006855","1110339948151848971",20,0,0
"1026557557030006855","1050919281572991039",20,6,0
"1026557557030006855","1160956370510675988",20,0,0
"1026557557030006855","719202152438038611",20,7,0
"1026557557030006855","899354128478773268",20,0,0
"1026557557030006855","426920708010934273",19,0,0
"1026557557030006855","1275268164745171028",19,0,0
"1026557557030006855","490537526436560896",19,0,0
"1026557557030006855","1296210267360723038",19,0,0
"1026557557030006855","732801481564225577",19,0,0
"1026557557030006855","1241625592940597329",19,0,0
"1026557557030006855","699289004050481172",19,0,0
"1026557557030006855","290580133985910784",19,3,0
"1026557557030006855","977251560130244648",19,0,0
"1026557557030006855","1108942097379237968",18,6,0
"1026557557030006855","1053079389534949427",18,0,0
"1026557557030006855","1266033966968995922",18,6,0
"1026557557030006855","1111901739105390715",18,0,0
"1026557557030006855","1366283035762364476",18,6,0
"1026557557030006855","1251352935766556714",18,5,0
"1026557557030006855","959238290215682058",18,0,0
"1026557557030006855","1003093354780840078",18,1,0
"1026557557030006855","1117297551062876272",18,6,0
"1026557557030006855","423638077190438935",18,6,0
"1026557557030006855","1161013150733312102",18,6,0
"1026557557030006855","1090469412378775552",18,6,0
"1026557557030006855","1031872135225933834",18,6,0
"1026557557030006855","925517018751451197",18,6,0
"1026557557030006855","1453074674039787523",18,6,0
"1026557557030006855","1192314530206855180",17,0,0
"1026557557030006855","1036018811691872377",17,0,0
"1026557557030006855","1032410598769696819",17,0,0
"1026557557030006855","696518432274776145",17,0,0
"1026557557030006855","1214769010701373510",17,0,0
"1026557557030006855","1130016390611484793",16,0,0
"1026557557030006855","1107900286653177867",16,0,0
"1026557557030006855","1301377984137269249",16,0,0
"1026557557030006855","891878451831795802",16,0,0
"1026557557030006855","651624501213265932",16,0,0
"1026557557030006855","1177016792485462126",16,0,0
"1026557557030006855","630329618896912405",16,0,0
"1026557557030006855","1142583761654001717",16,0,0
"1026557557030006855","873636072905658408",16,0,0
"1026557557030006855","1229460113249534002",16,0,0
"1026557557030006855","428224102168264724",16,0,0
"1026557557030006855","798356927176376330",16,1,0
"1026557557030006855","998508329942921267",16,0,0
"1026557557030006855","784904497574314015",16,0,0
"1026557557030006855","232496083178094592",16,0,0
"1026557557030006855","393735277501349889",16,0,0
"1026557557030006855","1416742082965409914",15,5,0
"1026557557030006855","925845687919341599",15,6,0
"1026557557030006855","719135115510546473",15,0,0
"1026557557030006855","1391963559977685004",15,0,0
"1026557557030006855","938089231228756038",15,0,0
"1026557557030006855","1213957178675953785",15,0,0
"1026557557030006855","1079693626629705798",15,5,0
"1026557557030006855","403656719907160074",15,0,0
"1026557557030006855","1315338689085309072",15,5,0
"1026557557030006855","567462437838651404",15,5,0
"1026557557030006855","1202452112785805322",15,0,0
"1026557557030006855","1317657282808381488",15,1,0
"1026557557030006855","845917909573828608",15,5,0
"1026557557030006855","997948900755394560",15,0,0
"1026557557030006855","1104174093256888340",15,3,0
"1026557557030006855","1287246794006331402",15,0,0
"1026557557030006855","1246154150337839125",15,5,0
"1026557557030006855","1168181751160516708",15,5,0
"1026557557030006855","584860665265782794",15,5,0
"1026557557030006855","285997026129215498",15,0,0
"1026557557030006855","799328557087064064",15,5,0
"1026557557030006855","1054478993279164466",15,5,0
"1026557557030006855","974877792258912296",15,0,0
"1026557557030006855","771018505398517761",15,0,0
"1026557557030006855","1195533570853314592",15,0,0
"1026557557030006855","1277375333401759901",15,5,0
"1026557557030006855","1297154133253689418",15,1,0
"1026557557030006855","812831270266339379",15,5,0
"1026557557030006855","513025797854986271",15,5,0
"1026557557030006855","1287859831432151144",15,0,0
"1026557557030006855","1052271222760689746",15,0,0
"1026557557030006855","1038602510081998898",14,0,0
"1026557557030006855","433616480504905729",14,0,0
"1026557557030006855","1074495869983928430",14,0,0
"1026557557030006855","640644011325128704",14,1,0
"1026557557030006855","1211299667162431492",14,0,0
"1026557557030006855","1027630222180360292",14,7,0
"1026557557030006855","491511808692060161",14,0,0
"1026557557030006855","1197205479584170006",14,0,0
"1026557557030006855","1140472374857318531",14,0,0
"1026557557030006855","642467552894910474",13,1,0
"1026557557030006855","355078449037312010",13,0,0
"1026557557030006855","1137163894566158357",13,0,0
"1026557557030006855","1242572298192420926",13,0,0
"1026557557030006855","984905763883458560",13,1,0
"1026557557030006855","813792188403810334",13,1,0
"1026557557030006855","1114623363957141515",13,0,0
"1026557557030006855","1260118266723041290",13,2,0
"1026557557030006855","208616713594470401",13,3,0
"1026557557030006855","569006020513366017",13,0,0
"1026557557030006855","881986859104882738",13,0,0
"1026557557030006855","950514714646024242",13,0,0
"1026557557030006855","1130406923527794699",13,0,0
"1026557557030006855","346113104612032512",13,0,0
"1026557557030006855","504216310167896064",12,4,0
"1026557557030006855","1069704666276974622",12,0,0
"1026557557030006855","1168457929796632606",12,0,0
"1026557557030006855","398573211333165088",12,4,0
